sentenceID,sentenceText
DDI-DrugBank.d291.s3,- The action of sulphonylureas and insulin may be enhanced by Bezalip or Bezalip retard.
DDI-DrugBank.d291.s4,This may be due to an improved glucose utilization with simultaneous reduction in insulin requirement
DDI-DrugBank.d291.s6,"- In isolated cases, a pronounced though reversible, impairment of renal function (accompanied by a corresponding increase in the serum creatinine level) has been reported in organ transplant patients receiving immuno-suppressant therapy and concomitant bezafibrate."
DDI-DrugBank.d291.s7,"Accordingly, renal function should be closely monitored in these patients and, in the event of relevant significant changes in laboratory parameters, bezafibrate should, if necessary, be discontinued"
DDI-DrugBank.d291.s9,"- When Bezalip or Bezalip retard is used concurrently with anion-exchange resins (e.g. cholestryramine), an interval of at least 2 hours should be maintained between the two medicines, since the absorption of Bezalip or Bezalip retard is impaired"
DDI-DrugBank.d291.s11,- Perhexiline hydrogen maleate or MAO-inhibitors (with hepatotoxic potential) must not be administered together with Bezalip or Bezalip retard.
DDI-DrugBank.d191.s0,There is no known drug interference with standard clinical laboratory tests.
DDI-DrugBank.d191.s1,Steroids enhance the renal toxicity of edetate calcium disodium in animals. 7 Edetate calcium disodium interferes with the action of zinc insulin preparations by chelating the zinc. 7
DDI-DrugBank.d124.s0,DRUG INTERACTIONS
DDI-DrugBank.d124.s1,Several drug interaction studies have been completed with both INVIRASE and FORTOVASE.
DDI-DrugBank.d124.s2,Observations from drug interaction studies with FORTOVASE may not be predictive for INVIRASE.
DDI-DrugBank.d124.s3,"Because ritonavir is coadministered, prescribers should also refer to the prescribing information for ritonavir regarding drug interactions associated with this agent."
DDI-DrugBank.d124.s4,"The metabolism of saquinavir is mediated by cytochrome P450, with the specific isoenzyme CYP3A4 responsible for 90% of the hepatic metabolism."
DDI-DrugBank.d124.s5,"Additionally, saquinavir is a substrate for P-Glycoprotein (Pgp)."
DDI-DrugBank.d124.s6,"Therefore, drugs that affect CYP3A4 and/or Pgp, may modify the pharmacokinetics of saquinavir."
DDI-DrugBank.d124.s7,"Similarly, saquinavir might also modify the pharmacokinetics of other drugs that are substrates for CYP3A4 or Pgp."
DDI-DrugBank.d124.s8,Drugs that are contraindicated specifically due to the expected magnitude of interaction and potential for serious adverse events are listed CONTRAINDICATIONS.
DDI-DrugBank.d124.s9,Additional drugs that are not recommended for coadministration with INVIRASE and ritonavir are included below.
DDI-DrugBank.d124.s10,These recommendations are based on either drug interaction studies or predicted interactions due to the expected magnitude of interaction and potential for serious events or loss of efficacy.
DDI-DrugBank.d124.s11,"With some agents, the metabolism may be induced, resulting in decreased concentrations."
DDI-DrugBank.d124.s12,Drugs That Should Not Be Coadministered With INVIRASE/Ritonavir
DDI-DrugBank.d124.s13,Drug Class: Drug Name Clinical Comment
DDI-DrugBank.d124.s14,"Antiarrhythmics: Amiodarone, bepridil, flecainide, propafenone, quinidine CONTRAINDICATED due to potential for serious and/or life-threatening reactions."
DDI-DrugBank.d124.s15,"Antihistamines: astemizole*, terfenadine* CONTRAINDICATED due to potential for serious and/or life-threatening cardiac arrhythmias."
DDI-DrugBank.d124.s16,"Ergot Derivatives: Dihydroergotamine, ergonovine, ergotamine, methylergonovine CONTRAINDICATED due to potential for serious and life-threatening reactions such as acute ergot toxicity characterized by peripheral vasospasm and ischemia of the extremities and other tissues."
DDI-DrugBank.d124.s17,Antimycobacterial Agents: rifampin CONTRAINDICATED since the coadministration of this product with saquinavir in an antiretroviral regimen reduces the plasma concentrations of saquinavir.
DDI-DrugBank.d124.s18,Garlic Capsules Garlic capsules should not be used while taking saquinavir (FORTOVASE) as the sole protease inhibitor due to the risk of decreased saquinavir plasma concentrations.
DDI-DrugBank.d124.s19,No data are available for the coadministration of INVIRASE/ritonavir or FORTOVASE/ritonavir and garlic capsules.
DDI-DrugBank.d124.s20,GI Motility Agent: cisapride* CONTRAINDICATED due to potential for serious and/or life-threatening reactions such as cardiac arrhythmias.
DDI-DrugBank.d124.s21,Herbal Products: St. John s wort (hypericum perforatum) WARNING coadministration may lead to loss of virologic response and possible resistance to INVIRASE or to the class of protease inhibitors.
DDI-DrugBank.d124.s22,"HMG-CoA Reductase Inhibitors: lovastatin, simvastatin WARNING potential for serious reactions such as risk of myopathy including rhabdomyolysis."
DDI-DrugBank.d124.s23,"Sedatives/Hypnotics: triazolam, midazolam CONTRAINDICATED due to potential for serious and/or life-threatening reactions such as prolonged or increased sedation or respiratory depression."
DDI-DrugBank.d124.s24,* No longer marketed in the US.
DDI-DrugBank.d124.s25,Drugs That Are Mainly Metabolized by CYP3A4
DDI-DrugBank.d124.s26,"Although specific studies have not been performed, coadministration with drugs that are mainly metabolized by CYP3A4 (eg, calcium channel blockers, dapsone, disopyramide, quinine, amiodarone, quinidine, warfarin, tacrolimus, cyclosporine, ergot derivatives, pimozide, carbamazepine, fentanyl, alfentanyl, alprazolam, and triazolam) may have elevated plasma concentrations when coadministered with saquinavir;"
DDI-DrugBank.d124.s27,"therefore, these combinations should be used with caution."
DDI-DrugBank.d124.s28,"Since INVIRASE is coadministered with ritonavir, the ritonavir label should be reviewed for additional drugs that should not be coadministered."
DDI-DrugBank.d124.s29,Inducers of CYP3A4
DDI-DrugBank.d124.s30,"Coadministration with compounds that are potent inducers of CYP3A4 (eg, phenobarbital, phenytoin, dexamethasone, carbamazepine) may result in decreased plasma levels of saquinavir."
DDI-DrugBank.d173.s0,"May interact with other creams, lotions, or skin medicines when placed on the same areas of your skin that you are using bentoquatam."
DDI-DrugBank.d211.s0,"When administered concurrently, the following drugs may interact with ampicillin."
DDI-DrugBank.d211.s1,"Allopurinol: Increased possibility of skin rash, particularly in hyperuricemic patients may occur."
DDI-DrugBank.d211.s2,"Bacteriostatic Antibiotics: Chloramphenicol, erythromycins, sulfonamides, or tetracyclines may interfere with the bactericidal effect of penicillins."
DDI-DrugBank.d211.s3,"This has been demonstrated in view, however, the clinical significance of this interaction is not well documented."
DDI-DrugBank.d211.s4,Oral Contraceptives: May be less effective and increased breakthrough bleeding may occur.
DDI-DrugBank.d211.s5,Probenecid: May decrease renal tubular secretion of ampicillin resulting in increased blood levels and/or ampicillin toxicity.
DDI-DrugBank.d211.s6,"Drug/Laboratory Test Interaction After treatment with ampicillin, a false-positive reaction for glucose in the urine may occur with copper sulfate tests (Benedicts solution, Fehlings solution, or Clinitest tablets) but not with enzyme based tests such as Clinistix and Glucose Enzymatic Test Strip USP."
DDI-DrugBank.d196.s0,Treatment with PEGASYS once weekly for 4 weeks in healthy subjects was associated with an inhibition of P450 1A2 and a 25% increase in theophylline AUC.
DDI-DrugBank.d196.s1,Theophylline serum levels should be monitored and appropriate dose adjustments considered for patients given both theophylline and PEGASYS.
DDI-DrugBank.d196.s2,"There was no effect on the pharmacokinetics of representative drugs metabolized by CYP 2C9, CYP 2C19, CYP 2D6 or CYP 3A4."
DDI-DrugBank.d196.s3,"In patients with chronic hepatitis C treated with PEGASYS in combination with COPEGUS, PEGASYS treatment did not affect ribavirin distribution or clearance."
DDI-DrugBank.d196.s4,Nucleoside Analogues Didanosine Co-administration of COPEGUS and didanosine is not recommended.
DDI-DrugBank.d196.s5,"Reports of fatal hepatic failure, as well as peripheral neuropathy, pancreatitis, and symptomatic hyperlactatemia/lactic acidosis have been reported in clinical trials."
DDI-DrugBank.d196.s6,Stavudine and Zidovudine Ribavirin can antagonize the in vitro antiviral activity of stavudine and zidovudine against HIV.
DDI-DrugBank.d196.s7,"Therefore, concomitant use of ribavirin with either of these drugs should be avoided."
DDI-DrugBank.d196.s8,"Carcinogenesis, Mutagenesis, Impairment of Fertility Carcinogenesis PEGASYS has not been tested for its carcinogenic potential."
DDI-DrugBank.d196.s9,"Mutagenesis PEGASYS did not cause DNA damage when tested in the Ames bacterial mutagenicity assay and in the in vitro chromosomal aberration assay in human lymphocytes, either in the presence or absence of metabolic activation."
DDI-DrugBank.d196.s10,Use With Ribavirin Ribavirin is genotoxic and mutagenic.
DDI-DrugBank.d196.s11,The carcinogenic potential of ribavirin has not been fully determined.
DDI-DrugBank.d196.s12,In a p53 (+/-) mouse carcinogenicity study at doses up to the maximum tolerated dose of 100 mg/kg/day ribavirin was not oncogenic.
DDI-DrugBank.d196.s13,"However, on a body surface area basis, this dose was 0.5 times maximum recommended human 24-hour dose of ribavirin."
DDI-DrugBank.d196.s14,A study in rats to assess the carcinogenic potential of ribavirin is ongoing.
DDI-DrugBank.d196.s15,Mutagenesis Impairment of Fertility PEGASYS may impair fertility in women.
DDI-DrugBank.d196.s16,"Prolonged menstrual cycles and/or amenorrhea were observed in female cynomolgus monkeys given sc injections of 600 m g/kg/dose (7200 m g/m2/dose) of PEGASYS every other day for one month, at approximately 180 times the recommended weekly human dose for a 60 kg person (based on body surface area)."
DDI-DrugBank.d196.s17,Menstrual cycle irregularities were accompanied by both a decrease and delay in the peak 17b -estradiol and progesterone levels following administration of PEGASYS to female monkeys.
DDI-DrugBank.d196.s18,A return to normal menstrual rhythm followed cessation of treatment.
DDI-DrugBank.d196.s19,Every other day dosing with 100m g/kg (1200m g/m2) PEGASYS (equivalent to approximately 30 times the recommended human dose) had no effects on cycle duration or reproductive hormone status.
DDI-DrugBank.d196.s20,The effects of PEGASYS on male fertility have not been studied.
DDI-DrugBank.d196.s21,"However, no adverse effects on fertility were observed in male Rhesus monkeys treated with non-pegylated interferon alfa-2a for 5 months at doses up to 25 x 106 IU/kg/day."
DDI-DrugBank.d196.s22,Pregnancy Pregnancy: Category C PEGASYS has not been studied for its teratogenic effect.
DDI-DrugBank.d196.s23,Non-pegylated interferon alfa-2a treatment of pregnant Rhesus monkeys at approximately 20 to 500 times the human weekly dose resulted in a statistically significant increase in abortions.
DDI-DrugBank.d196.s24,No teratogenic effects were seen in the offspring delivered at term.
DDI-DrugBank.d196.s25,PEGASYS should be assumed to have abortifacient potential.
DDI-DrugBank.d196.s26,There are no adequate and well-controlled studies of PEGASYS in pregnant women.
DDI-DrugBank.d196.s27,PEGASYS is to be used during pregnancy only if the potential benefit justifies the potential risk to the fetus.
DDI-DrugBank.d196.s28,PEGASYS is recommended for use in women of childbearing potential only when they are using effective contraception during therapy.
DDI-DrugBank.d196.s29,Pregnancy: Category X: Use With Ribavirin (see CONTRAINDICATIONS) Significant teratogenic and/or embryocidal effects have been demonstrated in all animal species exposed to ribavirin.
DDI-DrugBank.d196.s30,COPEGUS therapy is contraindicated in women who are pregnant and in the male partners of women who are pregnant .
DDI-DrugBank.d196.s31,"If pregnancy occurs in a patient or partner of a patient during treatment or during the 6 months after treatment cessation, such cases should be reported to the COPEGUS Pregnancy Registry at 1-800-526-6367."
DDI-DrugBank.d196.s32,Nursing Mothers It is not known whether peginterferon or ribavirin or its components are excreted in human milk.
DDI-DrugBank.d196.s33,The effect of orally ingested peginterferon or ribavirin from breast milk on the nursing infant has not been evaluated.
DDI-DrugBank.d196.s34,"Because of the potential for adverse reactions from the drugs in nursing infants, a decision must be made whether to discontinue nursing or discontinue PEGASYS and COPEGUS treatment."
DDI-DrugBank.d196.s35,"Pediatric Use The safety and effectiveness of PEGASYS, alone or in combination with COPEGUS in patients below the age of 18 years have not been established."
DDI-DrugBank.d196.s36,PEGASYS contains benzyl alcohol.
DDI-DrugBank.d196.s37,"Benzyl alcohol has been reported to be associated with an increased incidence of neurological and other complications in neonates and infants, which are sometimes fatal."
DDI-DrugBank.d196.s38,Geriatric Use Younger patients have higher virologic response rates than older patients.
DDI-DrugBank.d196.s39,Clinical studies of PEGASYS alone or in combination with COPEGUS did not include sufficient numbers of subjects aged 65 or over to determine whether they respond differently from younger subjects.
DDI-DrugBank.d196.s40,"Adverse reactions related to alpha interferons, such as CNS, cardiac, and systemic (eg, flu-like) effects may be more severe in the elderly and caution should be exercised in the use of PEGASYS in this population."
DDI-DrugBank.d196.s41,"PEGASYS and COPEGUS are excreted by the kidney, and the risk of toxic reactions to this therapy may be greater in patients with impaired renal function."
DDI-DrugBank.d196.s42,"Because elderly patients are more likely to have decreased renal function, care should be taken in dose selection and it may be useful to monitor renal function."
DDI-DrugBank.d196.s43,PEGASYS should be used with caution in patients with creatinine clearance  50 mL/min and COPEGUS should not be administered to patients with creatinine clearance  50 mL/min
DDI-DrugBank.d252.s0,"Although BETAGAN used alone has little or no effect on pupil size, mydriasis resulting from concomitant therapy with BETAGAN and epinephrine may occur."
DDI-DrugBank.d252.s1,"Close observation of the patient is recommended when a beta-blocker is administered to patients receiving catecholamine-depleting drugs such as reserpine, because of possible additive effects and the production of hypotension and/or marked bradycardia, which may produce vertigo, syncope or postural hypotension."
DDI-DrugBank.d252.s2,"Patients receiving beta-adrenergic blocking agents along with either oral or intravenous calcium antagonists should be monitored for possible atrioventricular conduction disturbances, left ventricular failure and hypotension."
DDI-DrugBank.d252.s3,"In patients with impaired cardiac function, simultaneous use should be avoided altogether."
DDI-DrugBank.d252.s4,The concomitant use of beta-adrenergic blocking agents with digitalis and calcium antagonists may have additive effects on prolonging atrioventricular conduction time.
DDI-DrugBank.d252.s5,Phenothiazine-related compounds and beta-adrenergic blocking agents may have additive hypotensite effects due to the inhibition of each other s metabolism.
DDI-DrugBank.d562.s0,Elevated plasma levels of theophylline have been reported with concomitant use of some quinolones.
DDI-DrugBank.d562.s1,There have been reports of theophylline-related side-effects in patients on concomitant theophylline-quinolone therapy.
DDI-DrugBank.d562.s2,"Therefore, monitoring of theophylline plasma levels should be considered and dosage of theophylline adjusted as required."
DDI-DrugBank.d562.s3,Quinolones have also been shown to interfere with the metabolism of caffeine.
DDI-DrugBank.d562.s4,This may lead to reduced clearance of caffeine and a prolongation of its plasma half-life.
DDI-DrugBank.d562.s5,"Although this interaction has not been reported with cinoxacin, caution should be exercised when cinoxacin is given concomitantly with caffeine-containing products."
DDI-DrugBank.d562.s6,"Antacids or sucralfate substantially interfere with the absorption of some quinolones, resulting in low urine levels."
DDI-DrugBank.d562.s7,"Also, concomitant administration of quinolones with products containing iron, multivitamins containing zinc, or Videx (didanosine) chewable/buffered tablets or the pediatric powder for oral solution may result in low urine levels."
DDI-DrugBank.d562.s8,"Quinolones, including cinoxacin, may enhance the effects of oral anticoagulants, such as warfarin or its derivatives."
DDI-DrugBank.d562.s9,"When these products are administered concomitantly, prothrombin time or other suitable coagulation tests should be closely monitored."
DDI-DrugBank.d562.s10,Seizures have been reported in patients taking another quinolone class antimicrobial and the nonsteroidal anti-inflammatory drug fenbufen concurrently.
DDI-DrugBank.d562.s11,Animal studies also suggest an increased potential for seizures when these 2 drugs are given concomitantly.
DDI-DrugBank.d562.s12,Fenbufen is not approved in the United States at this time.
DDI-DrugBank.d562.s13,Physicians are provided this information to increase awareness of the potential for serious interactions when cinoxacin and certain nonsteroidal anti-inflammatory agents are administered concomitantly.
DDI-DrugBank.d562.s14,Elevated cyclosporine serum levels have been reported with the concomitant use of quinolones and cyclosporine.
DDI-DrugBank.d17.s0,"Anticoagulants, oral"
DDI-DrugBank.d17.s1,(Effects may be decreased when used concurrently with thiazide diuretics;
DDI-DrugBank.d17.s2,dosage adjustments may be necessary.)
DDI-DrugBank.d17.s3,Antigout medications
DDI-DrugBank.d17.s4,(Thiazide diuretics may raise the level of blood uric acid;
DDI-DrugBank.d17.s5,dosage adjustment of antigout medications may be necessary to control hyperuricemia and gout.)
DDI-DrugBank.d17.s6,"Antihypertensive medications, other, especially diazoxide, or preanesthetic and anesthetic agents used in surgery or skeletal-muscle relaxants, nondepolarizing, used in surgery"
DDI-DrugBank.d17.s7,(Effects may be potentiated when used concurrently with thiazide diuretics;
DDI-DrugBank.d17.s8,dosage adjustments may be necessary.)
DDI-DrugBank.d17.s9,Amphotericin B or Corticosteroids or Corticotropin (ACTH)
DDI-DrugBank.d17.s10,"(Concurrent use with thiazide diuretics may intensify electrolyte imbalance, particularly hypokalemia.)"
DDI-DrugBank.d17.s11,Cardiac glycosides
DDI-DrugBank.d17.s12,(Concurrent use with thiazide diuretics may enhance the possibility of digitalis toxicity associated with hypokalemia.)
DDI-DrugBank.d17.s13,Colestipol
DDI-DrugBank.d17.s14,(May inhibit gastrointestinal absorption of the thiazide diuretics;
DDI-DrugBank.d17.s15,administration 1 hour before or 4 hours after colestipol is recommended.)
DDI-DrugBank.d17.s16,Hypoglycemics
DDI-DrugBank.d17.s17,(Thiazide diuretics may raise blood glucose levels;
DDI-DrugBank.d17.s18,"for adult-onset diabetics, dosage adjustment of hypoglycemic medications may be necessary during and after thiazide diuretic therapy;"
DDI-DrugBank.d17.s19,"insulin requirements may be increased, decreased, or unchanged.)"
DDI-DrugBank.d17.s20,Lithium salts
DDI-DrugBank.d17.s21,"(Concurrent use with thiazide diuretics is not recommended, as they may provoke lithium toxicity because of reduced renal clearance.)"
DDI-DrugBank.d17.s22,Methenamine
DDI-DrugBank.d17.s23,(Effectiveness may be decreased when used concurrently with thiazide diuretics because of alkalinization of the urine.)
DDI-DrugBank.d17.s24,Nonsteroidal anti-inflammatory agents
DDI-DrugBank.d17.s25,"(In some patients, the steroidal anti-inflammatory agent can reduce the diuretic, natriuretic, and antihypertensive effects of loop, potassium sparing, and thiazide diuretics."
DDI-DrugBank.d17.s26,"Therefore, when hydroflumethiazide and nonsteroidal anti-inflammatory agents are used concomitantly, the patient should be observed closely to determine if the desired effect of the diuretic is obtained.)"
DDI-DrugBank.d17.s27,Norepinephrine
DDI-DrugBank.d17.s28,(Thiazides may decrease arterial responsiveness to norepinephrine.
DDI-DrugBank.d17.s29,This diminution is not sufficient to preclude effectiveness of the pressor agent for therapeutic use.)
DDI-DrugBank.d17.s30,Tubocurarine
DDI-DrugBank.d17.s31,(Thiazide drugs may increase the responsiveness to tubocurarine.)
DDI-DrugBank.d17.s32,"DIAGNOSTIC INTERFERENCE With expected physiologic effects: Blood and urine glucose levels (usually only in patients with a predisposition for glucose intolerance) and Serum bilirubin levels (by displacement from albumin binding) and Serum calcium levels (thiazide diuretics should be discontinued before parathyroid-function tests are carried out) and Serum uric acid levels (may be increased) Serum magnesium, potassium, and sodium levels (may be decreased;"
DDI-DrugBank.d17.s33,serum magnesium levels may increase in uremic patients) Serum protein-bound iodine (PBI) levels (may be decreased) Thiazides should be discontinued before carrying out tests for parathyroid function.
DDI-DrugBank.d566.s0,"Cholestyramine resin may delay or reduce the absorption of concomitant oral medication such as phenylbutazone, warfarin, thiazide diuretics (acidic) or propranolol (basic), as well as tetracycline penicillin G, phenobarbital, thyroid and thyroxine preparations, estrogens and progestins, and digitalis."
DDI-DrugBank.d566.s1,Interference with the absorption of oral phosphate supplements has been observed with another positively-charged bile acid sequestrant.
DDI-DrugBank.d566.s2,"Cholestyramine resin may interfere with the pharmacokinetics of drugs that undergo enterohepatic circulation, The discontinuance of cholestyramine resin could pose a hazard to health if a potentially toxic drug such as digitalis has been filtrated to a maintenance level while the patient was taking cholestyramine resin."
DDI-DrugBank.d566.s3,"Because cholestyramine binds bile acids, cholestyramine resin may interfere with normal fat digestion and absorption and thus may prevent absorption of fat soluble vitamins such as A, D, E, and K."
DDI-DrugBank.d566.s4,"When cholestyramine resin is given for long periods of time, concomitant supplementation with water-miscible (or parenteral) forms of fat-soluble vitamins should be considered."
DDI-DrugBank.d566.s5,"SINCE CHOLESTYRAMINE RESIN MAY BIND OTHER DRUGS GIVEN CONCURRENTLY, IT IS RECOMMENDED THAT PATIENTS TAKE OTHER DRUGS AT LEAST 1 HOUR BEFORE OR 4 TO 6 HOURS AFTER CHOLESTYRAMINE RESIN (OR AT AS GREAT AN INTERVAL AS POSSIBLE) TO AVOID IMPEDING THEIR ABSORPTION."
DDI-DrugBank.d342.s0,"This drug may interact with alcohol or other CNS depressants (may potentiate the CNS depressant effects of either these medications or antihistamines), anticholinergics or other medications with anticholinergic activity (anticholinergic effects may be potentiated when these medications are used concurrently with antihistamines), and monoamine oxidase (MAO) inhibitors (concurrent use with antihistamines may prolong and intensify the anticholinergic and CNS depressant effects of antihistamines)."
DDI-DrugBank.d258.s0,"Loratadine (10 mg once daily) has been coadministered with therapeutic doses of erythromycin, cimetidine, and ketoconazole in controlled clinical pharmacology studies in adult volunteers."
DDI-DrugBank.d258.s1,"Although increased plasma concentrations (AUC 0-24 hrs) of loratadine and/or descarboethoxyloratadine were observed following coadministration of loratadine with each of these drugs in normal volunteers (n = 24 in each study), there were no clinically relevant changes in the safety profile of loratadine, as assessed by electrocardiographic parameters, clinical laboratory tests, vital signs, and adverse events."
DDI-DrugBank.d258.s2,"There were no significant effects on QTc intervals, and no reports of sedation or syncope."
DDI-DrugBank.d258.s3,No effects on plasma concentrations of cimetidine or ketoconazole were observed.
DDI-DrugBank.d258.s4,Plasma concentrations (AUC 0-24 hrs) of erythromycin decreased 15% with coadministration of loratadine relative to that observed with erythromycin alone.
DDI-DrugBank.d258.s5,The clinical relevance of this difference is unknown.
DDI-DrugBank.d258.s6,These above findings are summarized in TABLE 1.
DDI-DrugBank.d258.s7,TABLE 1 Effects on Plasma Concentrations (AUC 0-24 hrs) of Loratadine and Descarboethoxyloratadine After 10 Days of Coadministration (Loratadine 10 mg) in Normal Volunteers
DDI-DrugBank.d258.s8,Loratadine Descarboethoxyloratadine
DDI-DrugBank.d258.s9,Erythromycin (500 mg q8h) + 40% +46%
DDI-DrugBank.d258.s10,Cimetidine (300 mg qid) +103% + 6%
DDI-DrugBank.d258.s11,Ketoconazole (200 mg q12h) +307% +73%
DDI-DrugBank.d258.s12,There does not appear to be an increase in adverse events in subjects who received oral contraceptives and loratadine.
DDI-DrugBank.d290.s0,No drug interactions have been reported between Prostin VR Pediatric and the therapy standard in neonates with restricted pulmonary or systemic blood flow.
DDI-DrugBank.d290.s1,"Standard therapy includes antibiotics, such as penicillin and gentamicin;"
DDI-DrugBank.d290.s2,"vasopressors, such as dopamine and isoproterenol;"
DDI-DrugBank.d290.s3,cardiac glycosides;
DDI-DrugBank.d290.s4,"and diuretics, such as furosemide."
DDI-DrugBank.d290.s5,Caverject: The potential for pharmacokinetic drug-drug interactions between alprostadil and other agents has not been formally studied.
DDI-DrugBank.d331.s0,"- Drugs with ototoxic potential: Especially in the presence of impaired renal function, the use of parenterally administered bumetanide in patients to whom aminoglycoside antibiotics are also being given should be avoided, except in life-threatening conditions."
DDI-DrugBank.d331.s1,- Drugs with nephrotoxic potential: There has been no experience on the concurrent use of bumetanide with drugs known to have a nephrotoxic potential.
DDI-DrugBank.d331.s2,"Therefore, the simultaneous administration of these drugs should be avoided."
DDI-DrugBank.d331.s3,- Lithium: Lithium should generally not be given with diuretics (such as bumetanide) because they reduce its renal clearance and add a high risk of lithium toxicity.
DDI-DrugBank.d331.s4,- Probenecid: Pretreatment with probenecid reduces both the natriuresis and hyperreninemia produced by bumetanide.
DDI-DrugBank.d331.s5,This antagonistic effect of probenecid on bumetanide natriuresis is not due to a direct action on sodium excretion but is probably secondary to its inhibitory effect on renal tubular secretion of bumetanide.
DDI-DrugBank.d331.s6,"Thus, probenecid should not be administered concurrently with bumetanide."
DDI-DrugBank.d331.s7,- Indomethacin: Indomethacin blunts the increases in urine volume and sodium excretion seen during bumetanide treatment and inhibits the bumetanide-induced increase in plasma renin activity.
DDI-DrugBank.d331.s8,Concurrent therapy with bumetanide is thus not recommended.
DDI-DrugBank.d331.s9,"- Antihypertensives: Bumetanide may potentiate the effect of various antihypertensive drugs, necessitating a reduction in the dosage of these drugs."
DDI-DrugBank.d331.s10,- Digoxin: Interaction studies in humans have shown no effect on digoxin blood levels.
DDI-DrugBank.d331.s11,- Anticoagulants: Interaction studies in humans have shown bumetanide to have no effect on warfarin metabolism or on plasma prothrombin activity.
DDI-DrugBank.d161.s0,No specific drug interaction studies have been conducted.
DDI-DrugBank.d161.s1,"For information on the pharmacokinetics of Gemzar and cisplatin in combination, see Drug Interactions under CLINICAL PHARMACOLOGY section."
DDI-DrugBank.d527.s0,A number of substances affect glucose metabolism and may require insulin dose adjustment and particularly close monitoring.
DDI-DrugBank.d527.s1,"The following are examples of substances that may increase the blood-glucose-lowering effect and susceptibility to hypoglycemia: oral antidiabetes products, ACE inhibitors, disopyramide, fibrates, fluoxetine, MAO inhibitors, propoxyphene, salicylates, somatostatin analog (e.g., octreotide), sulfonamide antibiotics."
DDI-DrugBank.d527.s2,"The following are examples of substances that may reduce the blood-glucose-lowering effect of insulin: corticosteroids, danazol, diuretics, sympathomimetic agents (e.g., epinephrine, albuterol, terbutaline), isoniazid, phenothiazine derivatives, somatropin, thyroid hormones, estrogens, progestogens (e.g., in oral contraceptives)."
DDI-DrugBank.d527.s3,"Beta-blockers, clonidine, lithium salts, and alcohol may either potentiate or weaken the blood-glucose-lowering effect of insulin."
DDI-DrugBank.d527.s4,"Pentamidine may cause hypoglycemia, which may sometimes be followed by hyperglycemia."
DDI-DrugBank.d527.s5,"In addition, under the influence of sympatholytic medicinal products such as beta-blockers, clonidine, guanethidine, and reserpine, the signs of hypoglycemia may be reduced or absent."
DDI-DrugBank.d550.s0,"Oral Contraceptives Multiple doses of cefditoren pivoxil had no effect on the pharmacokinetics of ethinyl estradiol, the estrogenic component in most oral contraceptives."
DDI-DrugBank.d550.s1,"Although the clinical significance is not known, it is not recommended that cefditoren pivoxil be taken concomitantly with antacids."
DDI-DrugBank.d550.s2,"H2-Receptor Antagonists: Co-administration of a single dose of intravenously administered famotidine (20 mg) reduced the oral absorption of a single 400 mg dose of cefditoren pivoxil administered following a meal, as evidenced by a 27% decrease in mean Cmax and a 22% decrease in mean AUC."
DDI-DrugBank.d550.s3,"Although the clinical significance is not known, it is not recommended that cefditoren pivoxil be taken concomitantly with H2 receptor antagonists."
DDI-DrugBank.d550.s4,"Probenecid: As with other b-lactam antibiotics, co-administration of probenecid with cefditoren pivoxil resulted in an increase in the plasma exposure of cefditoren, with a 49% increase in mean Cmax, a 122% increase in mean AUC, and a 53% increase in half-life."
DDI-DrugBank.d550.s5,Drug/Laboratory Test Interactions Cephalosporins are known to occasionally induce a positive direct Coombs test.
DDI-DrugBank.d550.s6,"A false-positive reaction for glucose in the urine may occur with copper reduction tests (Benedicts or Fehlings solution or with CLINITEST tablets), but not with enzyme-based tests for glycosuria (e.g., CLINISTIX, TES-TAPE)."
DDI-DrugBank.d550.s7,"As a false-negative result may occur in the ferricyanide test, it is recommended that either the glucose oxidase or hexokinase method be used to determine blood/plasma glucose levels in patients receiving cefditoren pivoxil."
DDI-DrugBank.d459.s0,"The daily dose of ENABLEX should not exceed 7.5 mg when coadministered with potent CYP3A4 inhibitors (e.g., ketoconazole, itraconazole, ritonavir, nelfinavir, clarithromycin and nefazadone) ."
DDI-DrugBank.d459.s1,"Caution should be taken when ENABLEX is used concomitantly with medications that are predominantly metabolized by CYP2D6 and which have a narrow therapeutic window, such as flecainide, thioridazine and tricyclic antidepressants (see CLINICAL PHARMACOLOGY)."
DDI-DrugBank.d459.s2,"The concomitant use of ENABLEX with other anticholinergic agents may increase the frequency and/or severity of dry mouth, constipation, blurred vision and other anticholinergic pharmacological effects."
DDI-DrugBank.d459.s3,Anticholinergic agents may potentially alter the absorption of some concomitantly administered drugs due to effects on gastrointestinal motility.
DDI-DrugBank.d459.s4,Drug Laboratory Test Interactions Interactions between darifenacin and laboratory tests have not been studied.
DDI-DrugBank.d87.s0,Drug Interactions.
DDI-DrugBank.d87.s1,TAMBOCOR has been administered to patients receiving digitalis preparations or beta-adrenergic blocking agents without adverse effects.
DDI-DrugBank.d87.s2,"During administration of multiple oral doses of TAMBOCOR to healthy subjects stabilized on a maintenance dose of digoxin, a 13%-19% increase in plasma digoxin levels occurred at six hours postdose."
DDI-DrugBank.d87.s3,"In a study involving healthy subjects receiving TAMBOCOR and propranolol concurrently, plasma flecainide levels were increased about 20% and propranolol levels were increased about 30% compared to control values."
DDI-DrugBank.d87.s4,"In this formal interaction study, TAMBOCOR and propranolol were each found to have negative inotropic effects;"
