entityID,name,position,type
DDI-MedLine.d113.s0.e1,ethanol,65-71,drug
DDI-MedLine.d113.s1.e0,benzodiazepines,4-18,group
DDI-MedLine.d113.s1.e1,anxiolytic,36-45,group
DDI-MedLine.d113.s1.e2,hypnotic drugs,51-64,group
DDI-MedLine.d113.s2.e0,ethanol,29-35,drug
DDI-MedLine.d113.s3.e0,temazepam,105-113,drug
DDI-MedLine.d113.s3.e1,benzodiazepine,118-131,group
DDI-MedLine.d113.s3.e2,ethanol,138-144,drug
DDI-MedLine.d113.s5.e0,alcohol,111-117,drug
DDI-MedLine.d113.s5.e1,"3-hydroxy-1,4-benzodiazepine",123-150,group
DDI-MedLine.d113.s6.e0,ethanol,19-25,drug
DDI-MedLine.d131.s0.e0,neurotensin,50-60,drug_n
DDI-MedLine.d131.s0.e1,enkephalins,66-76,drug_n
DDI-MedLine.d131.s0.e2,tuftsin,81-87,drug_n
DDI-MedLine.d131.s1.e0,neurotensin,59-69,drug_n
DDI-MedLine.d131.s1.e1,enkephalins,80-90,drug_n
DDI-MedLine.d131.s1.e2,D-Ala2-metenkephalinamide,118-142,drug_n
DDI-MedLine.d131.s1.e3,tuftsin,148-154,drug_n
DDI-MedLine.d131.s3.e0,neurotensin,18-28,drug_n
DDI-MedLine.d131.s3.e1,enkephalins,82-92,drug_n
DDI-MedLine.d131.s4.e0,neurotensin,17-27,drug_n
DDI-MedLine.d131.s4.e1,tuftsin,33-39,drug_n
DDI-MedLine.d131.s5.e0,neurotensin,21-31,drug_n
DDI-MedLine.d131.s5.e1,tuftsin,132-138,drug_n
DDI-MedLine.d88.s0.e0,chlordiazepoxide,15-30,drug
DDI-MedLine.d88.s0.e1,amphetamine,33-43,drug
DDI-MedLine.d88.s0.e2,cocaine,49-55,drug
DDI-MedLine.d88.s1.e0,benzodiazepine,82-95,group
DDI-MedLine.d88.s1.e1,chlordiazepoxide,98-113,drug
DDI-MedLine.d88.s4.e0,cocaine,41-47,drug
DDI-MedLine.d88.s4.e1,amphetamine,52-62,drug
DDI-MedLine.d88.s5.e0,chlordiazepoxide,63-78,drug
DDI-MedLine.d44.s0.e0,etofibrate,11-20,drug
DDI-MedLine.d44.s2.e0,etofibrate,30-39,drug
DDI-MedLine.d44.s2.e1,etofibrate,401-410,drug
DDI-MedLine.d44.s5.e0,etofibrate,6-15,drug
DDI-MedLine.d44.s6.e0,Etofibrate,0-9,drug
DDI-MedLine.d44.s6.e1,heparin,44-50,drug
DDI-MedLine.d44.s7.e0,etofibrate,71-80,drug
DDI-MedLine.d44.s8.e0,etofibrate,30-39,drug
DDI-MedLine.d137.s0.e0,Glucose,0-6,drug
DDI-MedLine.d137.s0.e1,insulin,12-18,drug
DDI-MedLine.d137.s1.e0,insulin,40-46,drug
DDI-MedLine.d137.s1.e1,glucose,52-58,drug
DDI-MedLine.d137.s2.e0,insulin,87-93,drug
DDI-MedLine.d137.s4.e0,insulin,111-117,drug
DDI-MedLine.d137.s5.e0,somatostatin,81-92,drug
DDI-MedLine.d137.s7.e0,Insulin,9-15,drug
DDI-MedLine.d137.s9.e0,glucose,24-30,drug
DDI-MedLine.d137.s9.e1,insulin,36-42,drug
DDI-MedLine.d137.s9.e2,somatostatin,63-74,drug
DDI-MedLine.d137.s10.e0,Glucose,28-34,drug
DDI-MedLine.d137.s10.e1,insulin,40-46,drug
DDI-MedLine.d94.s0.e0,norepinephrine,26-39,drug
DDI-MedLine.d94.s2.e0,norepinephrine,55-68,drug
DDI-MedLine.d94.s5.e0,norepinephrine,25-38,drug
DDI-MedLine.d94.s7.e0,norepinephrine,12-25,drug
DDI-MedLine.d94.s9.e0,norepinephrine,21-34,drug
DDI-MedLine.d94.s10.e0,norepinephrine,28-41,drug
DDI-MedLine.d94.s11.e0,isoproterenol,20-32,drug
DDI-MedLine.d94.s11.e1,norepinephrine,64-77,drug
DDI-MedLine.d94.s12.e0,cocaine,22-28,drug
DDI-MedLine.d94.s12.e1,desipramine,34-44,drug
DDI-MedLine.d94.s12.e2,norepinephrine,108-121,drug
DDI-MedLine.d94.s13.e0,mazindol,70-77,drug
DDI-MedLine.d94.s13.e1,norepinephrine,135-148,drug
DDI-MedLine.d94.s16.e0,cocaine,99-105,drug
DDI-MedLine.d94.s16.e1,desipramine,111-121,drug
DDI-MedLine.d94.s17.e0,norepinephrine,12-25,drug
DDI-MedLine.d94.s17.e1,cocaine,90-96,drug
DDI-MedLine.d94.s17.e2,desipramine,102-112,drug
DDI-MedLine.d94.s18.e0,norepinephrine,82-95,drug
DDI-MedLine.d130.s0.e0,cisplatin,10-18,drug
DDI-MedLine.d130.s0.e1,sodium thiosulfate,25-42,drug
DDI-MedLine.d130.s1.e0,cisplatin,45-53,drug
DDI-MedLine.d130.s2.e0,Sodium thiosulfate,0-17,drug
DDI-MedLine.d130.s2.e1,cisplatin,47-55,drug
DDI-MedLine.d130.s3.e0,thiosulfate,34-44,drug
DDI-MedLine.d130.s3.e1,cisplatin,75-83,drug
DDI-MedLine.d130.s3.e2,thiosulfate,130-140,drug
DDI-MedLine.d130.s3.e3,cisplatin,221-229,drug
DDI-MedLine.d130.s4.e0,Cisplatin,0-8,drug
DDI-MedLine.d130.s4.e1,thiosulfate,58-68,drug
DDI-MedLine.d130.s5.e0,cisplatin,54-62,drug
DDI-MedLine.d130.s6.e0,cisplatin,14-22,drug
DDI-MedLine.d130.s6.e1,thiosulfate,83-93,drug
DDI-MedLine.d130.s6.e2,thiosulfate,147-157,drug
DDI-MedLine.d130.s6.e3,cisplatin,281-289,drug
DDI-MedLine.d130.s7.e0,cisplatin,79-87,drug
DDI-MedLine.d130.s8.e0,thiosulfate,58-68,drug
DDI-MedLine.d130.s8.e1,cisplatin,136-144,drug
DDI-MedLine.d100.s0.e0,calcium-channel blockers,13-36,group
DDI-MedLine.d100.s5.e0,Slow-channel calcium blockers,0-28,group
DDI-MedLine.d100.s5.e1,verapamil,39-47,drug
DDI-MedLine.d100.s5.e2,diltiazem,50-58,drug
DDI-MedLine.d100.s5.e3,nifedipine,64-73,drug
DDI-MedLine.d100.s7.e0,calcium blockers,35-50,group
DDI-MedLine.d100.s8.e0,calcium blockers,17-32,group
DDI-MedLine.d69.s0.e0,contortrostatin,70-84,drug_n
DDI-MedLine.d69.s0.e1,echistatin,141-150,drug_n
DDI-MedLine.d69.s0.e2,flavoridin,156-165,drug_n
DDI-MedLine.d69.s1.e0,contortrostatin,28-42,drug_n
DDI-MedLine.d69.s1.e1,echistatin,96-105,drug_n
DDI-MedLine.d69.s1.e2,flavoridin,111-120,drug_n
DDI-MedLine.d69.s2.e0,contortrostatin,21-35,drug_n
DDI-MedLine.d69.s3.e0,Echistatin,0-9,drug_n
DDI-MedLine.d69.s3.e1,contortrostatin,118-132,drug_n
DDI-MedLine.d69.s4.e0,contortrostatin,72-86,drug_n
DDI-MedLine.d69.s5.e0,Flavoridin,0-9,drug_n
DDI-MedLine.d69.s5.e1,contortrostatin,78-92,drug_n
DDI-MedLine.d69.s6.e0,contortrostatin,70-84,drug_n
DDI-MedLine.d36.s0.e0,Carbamazepine,0-12,drug
DDI-MedLine.d36.s0.e1,tricyclic antidepressant,39-62,group
DDI-MedLine.d36.s2.e0,carbamazepine,73-85,drug
DDI-MedLine.d36.s2.e1,tricyclic antidepressant,112-135,group
DDI-MedLine.d36.s2.e2,carbamazepine,190-202,drug
DDI-MedLine.d36.s2.e3,tricyclic antidepressants,233-257,group
DDI-MedLine.d119.s0.e0,fluvastatin,32-42,drug
DDI-MedLine.d119.s1.e0,Fluvastatin,0-10,drug
DDI-MedLine.d119.s1.e1,synthetic 3-hydroxy-3-methylglutaryl coenzyme A (HMGCoA) reductase inhibitor,25-100,group
DDI-MedLine.d119.s2.e0,HMGCoA reductase inhibitors,63-89,group
DDI-MedLine.d119.s2.e1,lovastatin,92-101,drug
DDI-MedLine.d119.s2.e2,simvastatin,104-114,drug
DDI-MedLine.d119.s2.e3,pravastatin,121-131,drug
DDI-MedLine.d119.s3.e0,fluvastatin,14-24,drug
DDI-MedLine.d119.s4.e0,fluvastatin,33-43,drug
DDI-MedLine.d119.s5.e0,fluvastatin,31-41,drug
DDI-MedLine.d119.s7.e0,fluvastatin,57-67,drug
DDI-MedLine.d119.s8.e0,fluvastatin,25-35,drug
DDI-MedLine.d119.s10.e0,fluvastatin,24-34,drug
DDI-MedLine.d119.s11.e0,fluvastatin,61-71,drug
DDI-MedLine.d119.s13.e0,fluvastatin,38-48,drug
DDI-MedLine.d119.s14.e0,fluvastatin,45-55,drug
DDI-MedLine.d119.s15.e0,Cholestyramine,0-13,drug
DDI-MedLine.d119.s15.e1,fluvastatin,103-113,drug
DDI-MedLine.d119.s16.e0,cholestyramine,41-54,drug
DDI-MedLine.d119.s16.e1,fluvastatin,83-93,drug
DDI-MedLine.d119.s17.e0,warfarin,30-37,drug
DDI-MedLine.d119.s17.e1,warfarin,132-139,drug
DDI-MedLine.d119.s17.e2,fluvastatin,145-155,drug
DDI-MedLine.d119.s18.e0,niacin,46-51,drug
DDI-MedLine.d119.s18.e1,propranolol,57-67,drug
DDI-MedLine.d119.s18.e2,fluvastatin,105-115,drug
DDI-MedLine.d119.s18.e3,digoxin,197-203,drug
DDI-MedLine.d119.s18.e4,digoxin,267-273,drug
DDI-MedLine.d119.s19.e0,fluvastatin,71-81,drug
DDI-MedLine.d50.s0.e0,Ascorbic acid,0-12,drug
DDI-MedLine.d50.s2.e0,ascorbic acid,92-104,drug
DDI-MedLine.d50.s3.e0,ascorbic acid,74-86,drug
DDI-MedLine.d50.s4.e0,ascorbic acid,139-151,drug
DDI-MedLine.d50.s5.e0,ascorbic acid,24-36,drug
DDI-MedLine.d83.s0.e0,Olanzapine,0-9,drug
DDI-MedLine.d83.s1.e0,Olanzapine,0-9,drug
DDI-MedLine.d83.s1.e1,thienobenzodiazepine derivative,14-44,group
DDI-MedLine.d83.s1.e2,second generation (atypical) antipsychotic agent,52-99,group
DDI-MedLine.d83.s2.e0,conventional antipsychotics,14-40,group
DDI-MedLine.d83.s3.e0,olanzapine,86-95,drug
DDI-MedLine.d83.s3.e1,haloperidol,142-152,drug
DDI-MedLine.d83.s4.e0,olanzapine,76-85,drug
DDI-MedLine.d83.s4.e1,haloperidol,97-107,drug
DDI-MedLine.d83.s5.e0,olanzapine,57-66,drug
DDI-MedLine.d83.s5.e1,risperidone,72-82,drug
DDI-MedLine.d83.s5.e2,olanzapine,85-94,drug
DDI-MedLine.d83.s5.e3,risperidone,159-169,drug
DDI-MedLine.d83.s6.e0,risperidone,75-85,drug
DDI-MedLine.d83.s6.e1,olanzapine,117-126,drug
DDI-MedLine.d83.s7.e0,olanzapine,53-62,drug
DDI-MedLine.d83.s7.e1,risperidone,204-214,drug
DDI-MedLine.d83.s7.e2,haloperidol,219-229,drug
DDI-MedLine.d83.s8.e0,olanzapine,99-108,drug
DDI-MedLine.d83.s8.e1,risperidone,114-124,drug
DDI-MedLine.d83.s9.e0,olanzapine,30-39,drug
DDI-MedLine.d83.s9.e1,olanzapine,158-167,drug
DDI-MedLine.d83.s10.e0,Olanzapine,0-9,drug
DDI-MedLine.d83.s10.e1,haloperidol,79-89,drug
DDI-MedLine.d83.s10.e2,risperidone,95-105,drug
DDI-MedLine.d83.s11.e0,olanzapine,13-22,drug
DDI-MedLine.d83.s11.e1,clozapine,86-94,drug
DDI-MedLine.d83.s11.e2,risperidone,155-165,drug
DDI-MedLine.d83.s12.e0,olanzapine,46-55,drug
DDI-MedLine.d83.s13.e0,haloperidol,19-29,drug
DDI-MedLine.d83.s13.e1,olanzapine,95-104,drug
DDI-MedLine.d83.s13.e2,risperidone,206-216,drug
DDI-MedLine.d83.s13.e3,olanzapine,284-293,drug
DDI-MedLine.d83.s14.e0,olanzapine,29-38,drug
DDI-MedLine.d83.s15.e0,olanzapine,40-49,drug
DDI-MedLine.d83.s15.e1,haloperidol,174-184,drug
DDI-MedLine.d83.s16.e0,risperidone,14-24,drug
DDI-MedLine.d83.s16.e1,olanzapine,27-36,drug
DDI-MedLine.d83.s17.e0,Olanzapine,0-9,drug
DDI-MedLine.d83.s17.e1,haloperidol,124-134,drug
DDI-MedLine.d83.s17.e2,risperidone,171-181,drug
DDI-MedLine.d83.s18.e0,Olanzapine,13-22,drug
DDI-MedLine.d83.s18.e1,haloperidol,83-93,drug
DDI-MedLine.d83.s19.e0,haloperidol,77-87,drug
DDI-MedLine.d83.s19.e1,risperidone,93-103,drug
DDI-MedLine.d83.s19.e2,olanzapine,180-189,drug
DDI-MedLine.d62.s0.e0,methamphetamine,54-68,drug
DDI-MedLine.d62.s1.e0,methamphetamine,141-155,drug
DDI-MedLine.d62.s1.e1,METH,158-161,drug
DDI-MedLine.d62.s3.e0,METH,31-34,drug
DDI-MedLine.d62.s4.e0,METH,46-49,drug
DDI-MedLine.d62.s4.e1,SCH-23390,234-242,drug_n
DDI-MedLine.d62.s4.e2,atypical neuroleptic,258-277,group
DDI-MedLine.d62.s4.e3,clozapine,279-287,drug
DDI-MedLine.d62.s5.e0,METH,0-3,drug
DDI-MedLine.d62.s6.e0,METH,183-186,drug
DDI-MedLine.d55.s0.e0,acetaminophen,28-40,drug
DDI-MedLine.d55.s0.e1,caffeine,75-82,drug
DDI-MedLine.d55.s1.e0,caffeine,6-13,drug
DDI-MedLine.d55.s1.e1,acetaminophen,50-62,drug
DDI-MedLine.d55.s1.e2,caffeine,115-122,drug
DDI-MedLine.d55.s1.e3,acetaminophen,149-161,drug
DDI-MedLine.d55.s2.e0,caffeine,75-82,drug
DDI-MedLine.d55.s4.e0,acetaminophen,58-70,drug
DDI-MedLine.d55.s4.e1,caffeine,91-98,drug
DDI-MedLine.d49.s0.e0,clindamycin,15-25,drug
DDI-MedLine.d49.s0.e1,gentamicin,31-40,drug
DDI-MedLine.d49.s1.e0,clindamycin,41-51,drug
DDI-MedLine.d49.s1.e1,gentamicin,57-66,drug
DDI-MedLine.d49.s2.e0,clindamycin,191-201,drug
DDI-MedLine.d49.s3.e0,Gentamicin,0-9,drug
DDI-MedLine.d49.s3.e1,clindamycin,50-60,drug
DDI-MedLine.d49.s5.e0,gentamicin,116-125,drug
DDI-MedLine.d49.s6.e0,clindamycin,16-26,drug
DDI-MedLine.d49.s6.e1,gentamicin,32-41,drug
DDI-MedLine.d49.s7.e0,clindamycin,155-165,drug
DDI-MedLine.d49.s7.e1,gentamicin,230-239,drug
DDI-MedLine.d49.s8.e0,clindamycin,16-26,drug
DDI-MedLine.d49.s8.e1,gentamicin,32-41,drug
DDI-MedLine.d49.s9.e0,clindamycin,11-21,drug
DDI-MedLine.d76.s0.e0,Thiolated carboxymethylcellulose,0-31,drug_n
DDI-MedLine.d76.s1.e0,sodium carboxymethylcellulose,56-84,drug_n
DDI-MedLine.d76.s1.e1,NaCMC,87-91,drug_n
DDI-MedLine.d76.s1.e2,carboxymethylcellulose-cysteine,98-128,drug_n
DDI-MedLine.d76.s1.e3,CMC-Cys,131-137,drug_n
DDI-MedLine.d76.s1.e4,sodium fluorescein,183-200,drug
DDI-MedLine.d76.s1.e5,NaFlu,203-207,drug
DDI-MedLine.d76.s1.e6,bacitracin,235-244,drug
DDI-MedLine.d76.s1.e7,insulin,250-256,drug
DDI-MedLine.d76.s2.e0,Cysteine,0-7,drug
DDI-MedLine.d76.s2.e1,NaCMC,57-61,drug_n
DDI-MedLine.d76.s3.e0,cysteine,95-102,drug
DDI-MedLine.d76.s5.e0,NaCMC,11-15,drug_n
DDI-MedLine.d76.s5.e1,NaFlu,108-112,drug
DDI-MedLine.d76.s5.e2,NaCMC,134-138,drug_n
DDI-MedLine.d76.s5.e3,cysteine,156-163,drug
DDI-MedLine.d76.s6.e0,Cysteine,0-7,drug
DDI-MedLine.d76.s7.e0,CMC-Cys,32-38,drug_n
DDI-MedLine.d76.s7.e1,cysteine,78-85,drug
DDI-MedLine.d76.s7.e2,NaFlu,153-157,drug
DDI-MedLine.d76.s8.e0,NaCMC,0-4,drug_n
DDI-MedLine.d76.s8.e1,cysteine,42-49,drug
DDI-MedLine.d76.s8.e2,NaFlu,95-99,drug
DDI-MedLine.d76.s8.e3,NaCMC,113-117,drug_n
DDI-MedLine.d76.s9.e0,bacitracin,37-46,drug
DDI-MedLine.d76.s9.e1,insulin,52-58,drug
DDI-MedLine.d76.s9.e2,NaCMC,76-80,drug_n
DDI-MedLine.d76.s9.e3,CMC-Cys,173-179,drug_n
DDI-MedLine.d76.s10.e0,NaCMC,15-19,drug_n
DDI-MedLine.d76.s10.e1,cysteine,26-33,drug
DDI-MedLine.d76.s10.e2,NaFlu,121-125,drug
DDI-MedLine.d76.s10.e3,bacitracin,155-164,drug
DDI-MedLine.d76.s10.e4,insulin,170-176,drug
DDI-MedLine.d53.s0.e0,vitamin D,61-69,group
DDI-MedLine.d53.s0.e1,antiestrogens,75-87,group
DDI-MedLine.d53.s1.e0,25-Dihydroxycholecalciferol D3,2-31,drug
DDI-MedLine.d53.s1.e1,"1,25(OH)2D3",34-44,drug
DDI-MedLine.d53.s1.e2,vitamin D,73-81,group
DDI-MedLine.d53.s2.e0,"1,25(OH)2D3",51-61,drug
DDI-MedLine.d53.s3.e0,"1,25(OH)2D3",71-81,drug
DDI-MedLine.d53.s3.e1,antiestrogen,91-102,group
DDI-MedLine.d53.s3.e2,4-hydroxytamoxifen,104-121,drug_n
DDI-MedLine.d53.s3.e3,TAM,124-126,drug_n
DDI-MedLine.d53.s4.e0,TAM,22-24,drug_n
DDI-MedLine.d53.s4.e1,"1,25(OH)2D3",92-102,drug
DDI-MedLine.d53.s5.e0,"1,25(OH)2D3",24-34,drug
DDI-MedLine.d53.s5.e1,TAM,40-42,drug_n
DDI-MedLine.d53.s6.e0,"1,25(OH)2D3",56-66,drug
DDI-MedLine.d53.s7.e0,"1,25(OH)2D3",136-146,drug
DDI-MedLine.d53.s8.e0,TAM,58-60,drug_n
DDI-MedLine.d53.s9.e0,vitamin-D,90-98,group
DDI-MedLine.d53.s9.e1,estrogen,137-144,group
DDI-MedLine.d61.s0.e0,digoxin,34-40,drug
DDI-MedLine.d61.s0.e1,amiodarone,42-51,drug
DDI-MedLine.d61.s1.e0,Amiodarone,0-9,drug
DDI-MedLine.d61.s1.e1,digoxin,35-41,drug
DDI-MedLine.d61.s3.e0,digoxin,34-40,drug
DDI-MedLine.d61.s3.e1,digoxin,93-99,drug
DDI-MedLine.d61.s3.e2,amiodarone,140-149,drug
DDI-MedLine.d61.s4.e0,amiodarone,7-16,drug
DDI-MedLine.d61.s4.e1,digoxin,56-62,drug
DDI-MedLine.d61.s6.e0,Digoxin,0-6,drug
DDI-MedLine.d61.s7.e0,Digoxin,0-6,drug
DDI-MedLine.d61.s8.e0,Amiodarone,0-9,drug
DDI-MedLine.d61.s8.e1,digoxin,172-178,drug
DDI-MedLine.d61.s9.e0,digoxin,21-27,drug
DDI-MedLine.d61.s9.e1,amiodarone,58-67,drug
DDI-MedLine.d61.s9.e2,digoxin,99-105,drug
DDI-MedLine.d128.s0.e0,"16,16-dimethylprostaglandin E2",12-41,drug_n
DDI-MedLine.d128.s1.e0,"16,16-dimethylprostaglandin E2",4-33,drug_n
DDI-MedLine.d128.s1.e1,dmPGE2,36-41,drug_n
DDI-MedLine.d128.s2.e0,dmPGE2,0-5,drug_n
DDI-MedLine.d128.s4.e0,dmPGE2,47-52,drug_n
DDI-MedLine.d128.s5.e0,dmPGE2,17-22,drug_n
DDI-MedLine.d128.s6.e0,Castor oil,0-9,drug
DDI-MedLine.d128.s8.e0,dmPGE2,105-110,drug_n
DDI-MedLine.d128.s9.e0,dmPGE2,24-29,drug_n
DDI-MedLine.d128.s10.e0,dmPGE2,62-67,drug_n
DDI-MedLine.d128.s10.e1,dmPGE2,179-184,drug_n
DDI-MedLine.d128.s12.e0,Loperamide,0-9,drug
DDI-MedLine.d128.s12.e1,morphine,15-22,drug
DDI-MedLine.d128.s13.e0,Loperamide,0-9,drug
DDI-MedLine.d128.s13.e1,morphine,15-22,drug
DDI-MedLine.d128.s13.e2,dmPGE2,64-69,drug_n
DDI-MedLine.d128.s14.e0,N-methyllevallorphan,0-19,drug_n
DDI-MedLine.d128.s15.e0,N-methyllevallorphan,0-19,drug_n
DDI-MedLine.d128.s15.e1,loperamide,85-94,drug
DDI-MedLine.d128.s15.e2,morphine,133-140,drug
DDI-MedLine.d128.s16.e0,dmPGE2,50-55,drug_n
DDI-MedLine.d3.s0.e0,amprenavir,36-45,drug
DDI-MedLine.d3.s0.e1,rifabutin,51-59,drug
DDI-MedLine.d3.s0.e2,rifampin,64-71,drug
DDI-MedLine.d3.s1.e0,amprenavir,92-101,drug
DDI-MedLine.d3.s1.e1,rifabutin,117-125,drug
DDI-MedLine.d3.s1.e2,rifampin,130-137,drug
DDI-MedLine.d3.s3.e0,amprenavir,22-31,drug
DDI-MedLine.d3.s3.e1,rifabutin,123-131,drug
DDI-MedLine.d3.s3.e2,rifampin,172-179,drug
DDI-MedLine.d3.s4.e0,amprenavir,23-32,drug
DDI-MedLine.d3.s4.e1,rifabutin,39-47,drug
DDI-MedLine.d3.s4.e2,amprenavir,84-93,drug
DDI-MedLine.d3.s4.e3,rifampin,100-107,drug
DDI-MedLine.d3.s5.e0,amprenavir,51-60,drug
DDI-MedLine.d3.s5.e1,rifabutin,63-71,drug
DDI-MedLine.d3.s5.e2,rifampin,78-85,drug
DDI-MedLine.d3.s5.e3,25-O-desacetyl metabolites,97-122,drug_n
DDI-MedLine.d3.s6.e0,Rifabutin,0-8,drug
DDI-MedLine.d3.s6.e1,amprenavir,39-48,drug
DDI-MedLine.d3.s7.e0,Amprenavir,0-9,drug
DDI-MedLine.d3.s7.e1,rifabutin,89-97,drug
DDI-MedLine.d3.s7.e2,25-O-desacetylrifabutin,131-153,drug_n
DDI-MedLine.d3.s8.e0,Rifampin,0-7,drug
DDI-MedLine.d3.s8.e1,amprenavir,48-57,drug
DDI-MedLine.d3.s8.e2,amprenavir,71-80,drug
DDI-MedLine.d3.s8.e3,rifampin,99-106,drug
DDI-MedLine.d3.s9.e0,Amprenavir,0-9,drug
DDI-MedLine.d3.s10.e0,rifabutin,42-50,drug
DDI-MedLine.d3.s10.e1,rifampin,56-63,drug
DDI-MedLine.d3.s11.e0,Amprenavir,0-9,drug
DDI-MedLine.d3.s11.e1,rifampin,16-23,drug
DDI-MedLine.d3.s12.e0,Amprenavir,0-9,drug
DDI-MedLine.d3.s12.e1,rifabutin,16-24,drug
DDI-MedLine.d3.s13.e0,Rifampin,0-7,drug
DDI-MedLine.d3.s13.e1,amprenavir,55-64,drug
DDI-MedLine.d3.s14.e0,Amprenavir,0-9,drug
DDI-MedLine.d3.s14.e1,rifabutin,48-56,drug
DDI-MedLine.d3.s14.e2,25-O-desacetylrifabutin,62-84,drug_n
DDI-MedLine.d3.s15.e0,Amprenavir,0-9,drug
DDI-MedLine.d3.s15.e1,rifampin,35-42,drug
DDI-MedLine.d3.s15.e2,rifabutin,48-56,drug
DDI-MedLine.d122.s1.e0,alcohol,21-27,drug
DDI-MedLine.d122.s1.e1,nicotine,33-40,drug
DDI-MedLine.d122.s3.e0,alcohol,18-24,drug
DDI-MedLine.d122.s3.e1,nicotine,29-36,drug
DDI-MedLine.d122.s4.e0,alcohol,85-91,drug
DDI-MedLine.d122.s4.e1,nicotine,97-104,drug
DDI-MedLine.d13.s0.e0,amphetamine,9-19,drug
DDI-MedLine.d13.s1.e0,amphetamines,75-86,drug
DDI-MedLine.d13.s4.e0,amphetamine,72-82,drug
DDI-MedLine.d13.s7.e0,amphetamine,69-79,drug
DDI-MedLine.d13.s7.e1,heroin,247-252,drug_n
DDI-MedLine.d13.s8.e0,alcohol,32-38,drug
DDI-MedLine.d13.s8.e1,amphetamine,99-109,drug
DDI-MedLine.d13.s8.e2,heroin,114-119,drug_n
DDI-MedLine.d127.s0.e0,digoxin,6-12,drug
DDI-MedLine.d127.s2.e0,digoxin,24-30,drug
DDI-MedLine.d127.s4.e0,digoxin,54-60,drug
DDI-MedLine.d127.s6.e0,thiazide diuretics,20-37,group
DDI-MedLine.d127.s6.e1,digoxin,92-98,drug
DDI-MedLine.d127.s10.e0,digoxin,111-117,drug
DDI-MedLine.d110.s0.e0,18-Methoxycoronaridine,0-21,drug_n
DDI-MedLine.d110.s0.e1,18-MC,24-28,drug_n
DDI-MedLine.d110.s0.e2,ibogaine,35-42,drug_n
DDI-MedLine.d110.s1.e0,18-MC,0-4,drug_n
DDI-MedLine.d110.s2.e0,ibogaine,5-12,drug_n
DDI-MedLine.d110.s2.e1,18-MC,26-30,drug_n
DDI-MedLine.d110.s2.e2,morphine,92-99,drug
DDI-MedLine.d110.s2.e3,cocaine,105-111,drug
DDI-MedLine.d110.s2.e4,ethanol,149-155,drug
DDI-MedLine.d110.s2.e5,nicotine,161-168,drug
DDI-MedLine.d110.s3.e0,ibogaine,7-14,drug_n
DDI-MedLine.d110.s3.e1,18-MC,17-21,drug_n
DDI-MedLine.d110.s4.e0,ibogaine,5-12,drug_n
DDI-MedLine.d110.s4.e1,18-MC,18-22,drug_n
DDI-MedLine.d110.s4.e2,opioid,35-40,group
DDI-MedLine.d110.s5.e0,ibogaine,5-12,drug_n
DDI-MedLine.d110.s5.e1,18-MC,18-22,drug_n
DDI-MedLine.d110.s5.e2,ibogaine,101-108,drug_n
DDI-MedLine.d110.s6.e0,ibogaine,5-12,drug_n
DDI-MedLine.d110.s6.e1,18-MC,18-22,drug_n
DDI-MedLine.d110.s6.e2,morphine,30-37,drug
DDI-MedLine.d110.s6.e3,nicotine,51-58,drug
DDI-MedLine.d110.s7.e0,ibogaine,5-12,drug_n
DDI-MedLine.d110.s7.e1,cocaine,23-29,drug
DDI-MedLine.d110.s8.e0,ibogaine,5-12,drug_n
DDI-MedLine.d110.s8.e1,18-MC,18-22,drug_n
DDI-MedLine.d110.s9.e0,Ibogaine,0-7,drug_n
DDI-MedLine.d110.s9.e1,18-MC,25-29,drug_n
DDI-MedLine.d110.s9.e2,morphine,75-82,drug
DDI-MedLine.d110.s10.e0,morphine,25-32,drug
DDI-MedLine.d110.s10.e1,morphine,56-63,drug
DDI-MedLine.d110.s11.e0,Ibogaine,0-7,drug_n
DDI-MedLine.d110.s12.e0,18-MC,0-4,drug_n
DDI-MedLine.d110.s13.e0,Ibogaine,0-7,drug_n
DDI-MedLine.d110.s13.e1,18-MC,18-22,drug_n
DDI-MedLine.d110.s14.e0,18-MC,6-10,drug_n
DDI-MedLine.d110.s14.e1,ibogaine,16-23,drug_n
DDI-MedLine.d110.s14.e2,18-MC,100-104,drug_n
DDI-MedLine.d110.s14.e3,ibogaine,137-144,drug_n
DDI-MedLine.d110.s15.e0,18-MC,5-9,drug_n
DDI-MedLine.d110.s15.e1,ibogaine,15-22,drug_n
DDI-MedLine.d110.s15.e2,ibogaine,57-64,drug_n
DDI-MedLine.d110.s15.e3,18-MC,67-71,drug_n
DDI-MedLine.d110.s16.e0,18-MC,22-26,drug_n
DDI-MedLine.d110.s16.e1,ibogaine,124-131,drug_n
DDI-MedLine.d84.s0.e0,Ganoderma lucidum extract,26-50,drug_n
DDI-MedLine.d84.s0.e1,antibiotics,87-97,group
DDI-MedLine.d84.s1.e0,GL,26-27,drug_n
DDI-MedLine.d84.s2.e0,GL,72-73,drug_n
DDI-MedLine.d84.s3.e0,GL,60-61,drug_n
DDI-MedLine.d84.s3.e1,antibiotics,82-92,group
DDI-MedLine.d84.s3.e2,ampicillin,95-104,drug
DDI-MedLine.d84.s3.e3,cefazolin,107-115,drug
DDI-MedLine.d84.s3.e4,oxytetracycline,118-132,drug
DDI-MedLine.d84.s3.e5,chloramphenicol,138-152,drug
DDI-MedLine.d84.s4.e0,GL,34-35,drug_n
